INSTNM,INEXPFTE,ADM_RATE_ALL,MD_EARN_WNE_4YR,MEDIAN_HH_INC,FAMINC,MD_FAMINC,STUFACR,UGDS_MEN,UGDS_WOMEN
Eastern Washington University,7844.0,0.97069943289224,50711.0,56952.77,53199.09103,38218.5,20.0,0.43,0.57
Edmonds College,6619.0,,45950.0,70427.8,28847.698445,20771,13.0,0.4379,0.5621
Everett Community College,7385.0,,44182.0,66466.29,30163.862925,22037.5,19.0,0.4124,0.5876
Paroba College of Cosmetology,6133.0,,23292.0,70613.95,33152.724138,19733,13.0,0.2174,0.7826
The Evergreen State College,10947.0,0.99459945994599,35669.0,63843.36,40367.004862,22200,14.0,0.3892,0.6108
Pierce College District,4684.0,,41507.0,62175.08,33615.454139,26391.5,22.0,0.3401,0.6599
Glen Dow Academy of Hair Design,7290.0,,21691.0,52802.85,26494.261438,17442,12.0,0.0571,0.9429
Gonzaga University,11286.0,0.76154975714447,67424.0,67848.44,128655.78528,110000,11.0,0.4589,0.5411
Grays Harbor College,5276.0,,35930.0,47231.93,23321.855238,15233.5,14.0,0.4641,0.5359
Green River College,7257.0,,47829.0,72294.18,31853.574781,22259.5,16.0,0.4806,0.5194
Toni & Guy Hairdressing Academy-Shoreline,5239.0,,26594.0,65872.85,44194.276786,27886,20.0,0.2182,0.7818
Heritage University,11487.0,,55327.0,46851.84,30386.033408,26087,9.0,0.2509,0.7491
Highline College,7824.0,,46981.0,65376.6,23868.702427,18708,10.0,0.3714,0.6286
International Air and Hospitality Academy,2494.0,,33878.0,57991.87,26182.092255,18150.5,11.0,0.5823,0.4177
Bastyr University,21684.0,,42301.0,70371.36,39109.846154,18650.5,10.0,0.1791,0.8209
Highlights Beauty Schools,3687.0,,31000.0,68034.8,41496.920949,25151,9.0,0.0297,0.9703
Bates Technical College,7511.0,,49380.0,59789.81,23061.808081,14702,19.0,0.468,0.532
Lake Washington Institute of Technology,8746.0,,46376.0,80146.64,30633.66491,22342,12.0,0.4645,0.5355
Lower Columbia College,8874.0,,44037.0,55501.62,22358.821225,14682.5,12.0,0.2954,0.7046
BJ's Beauty & Barber College,4403.0,,16238.0,61358.6,34241.366197,18000,3.0,0.1026,0.8974
North Seattle College,8565.0,,53859.0,64972.52,22844.972344,18408,16.0,0.4152,0.5848
Northwest University,12322.0,0.95983086680761,56008.0,71872.75,59103.001059,46713.5,11.0,0.3501,0.6499
Olympic College,7070.0,,47226.0,60981.09,26686.762469,18989,18.0,0.4034,0.5966
Perry Technical Institute,6180.0,,54911.0,51812.81,37849.603796,27537,14.0,0.827,0.173
Pacific Lutheran University,9074.0,0.88385093167701,56325.0,65366.76,74721.579268,59189,11.0,0.3604,0.6396
Peninsula College,7955.0,,37499.0,50921.97,21544.584184,14857.5,16.0,0.3846,0.6154
University of Puget Sound,18742.0,0.88298507462686,50277.0,72356.02,112275.19182,90104.5,9.0,0.4255,0.5745
Renton Technical College,6866.0,,43242.0,69724.78,25964.087237,17837,10.0,0.4479,0.5521
Saint Martin's University,8600.0,0.71617037316245,57646.0,61347.58,61131.963605,41889,11.0,0.3912,0.6088
South Seattle College,8310.0,,54492.0,61438.11,21871.086509,17191,24.0,0.5514,0.4486
Seattle Central College,9726.0,,47943.0,60043.69,20700.250942,15512.5,18.0,0.4012,0.5988
Seattle Pacific University,13320.0,0.91947694425326,57018.0,72206.46,83420.685881,62276,13.0,0.3252,0.6748
Seattle University,14523.0,0.82117343951282,68186.0,70785.55,98105.728972,74787.5,11.0,0.387,0.613
Shoreline Community College,6997.0,,50073.0,67756.18,29866.883343,21253,12.0,0.3979,0.6021
Skagit Valley College,7209.0,,41470.0,59561.07,28313.865824,22051,18.0,0.384,0.616
South Puget Sound Community College,8993.0,,39003.0,62670.38,24632.757143,18874.5,13.0,0.393,0.607
Spokane Community College,9354.0,,43325.0,51114.57,29013.693716,20691,17.0,0.3976,0.6024
Spokane Falls Community College,7523.0,,33389.0,50226.5,33740.375077,23411,14.0,0.4035,0.5965
Stylemaster College of Hair Design,3731.0,,19556.0,54333.6,18719.300971,9968,12.0,0.0556,0.9444
Tacoma Community College,6466.0,,45400.0,58132.15,29351.266814,21692,16.0,0.3464,0.6536
Walla Walla Community College,8309.0,,43494.0,48729.29,33063.629271,23492,15.0,0.4536,0.5464
Walla Walla University,11454.0,,60528.0,59374.31,81841.50597,65228.5,13.0,0.5106,0.4894
Washington State University,9617.0,0.85766884651316,60924.0,63710,64048.053532,44850,15.0,0.46,0.54
University of Washington-Seattle Campus,32369.0,0.57020325789246,67468.0,69752.4,60177.928092,39205,21.0,0.4358,0.5642
Wenatchee Valley College,7258.0,,39846.0,50375.17,29570.920515,23128,14.0,0.372,0.628
Western Washington University,11628.0,0.9609640831758,50111.0,66707.46,69215.517022,51312,17.0,0.426,0.574
Whatcom Community College,13402.0,,37055.0,55345.14,28639.299395,19256,13.0,0.4218,0.5782
Whitman College,20505.0,0.58952473326867,47269.0,70542.39,119078.20462,98863,9.0,0.4366,0.5634
Whitworth University,10063.0,0.91455375253549,51191.0,63739.65,81230.600363,63155,11.0,0.4099,0.5901
Yakima Valley College,7106.0,,40150.0,49327.27,29376.941257,23450.5,18.0,0.2742,0.7258
Alderson Broaddus University,10189.0,0.66532258064516,47509.0,44559.33,65638.097826,50174,13.0,0.6133,0.3867
Appalachian Beauty School,3124.0,,,28057.32,16485.263158,11555,20.0,0.0392,0.9608
Appalachian Bible College,4664.0,0.46153846153846,23825.0,52011.41,51092.569767,41816.5,7.0,0.5269,0.4731
B M Spurr School of Practical Nursing,16499.0,,39754.0,40607.89,17109.842105,14407,4.0,0.1154,0.8846
Ben Franklin Career Center,47486.0,,30586.0,46265.31,16899.777778,10926.5,13.0,0.7949,0.2051
Bethany College,7352.0,0.73552735923869,40730.0,53018.22,65508.967254,50433,12.0,0.5348,0.4652
Bluefield State University,6698.0,0.96859666339548,51706.0,36594.82,38147.32021,26625,13.0,0.3981,0.6019
Cabell County Career Technology Center,19627.0,,30823.0,40934.02,20773.764706,17943,6.0,0.6625,0.3375
Charleston School of Beauty Culture,2533.0,,13075.0,40606.34,20519.349315,11120.5,10.0,0.3654,0.6346
University of Charleston,6209.0,0.69707661290322,49610.0,50707.64,56138.783063,44569.5,14.0,0.5902,0.4098
Clarksburg Beauty Academy and School of Massage Therapy,9704.0,,16607.0,38785.09,17051.635514,6409,12.0,0.0851,0.9149
Concord University,5333.0,0.95629672225416,38176.0,41360.98,46598.240741,33025,15.0,0.4178,0.5822
Davis & Elkins College,8557.0,0.77613776137761,42574.0,46441.47,54984.12854,40924,11.0,0.4097,0.5903
Fairmont State University,6979.0,0.98754951895868,45830.0,42179.08,53918.180253,41285,14.0,0.4109,0.5891
Glenville State University,6239.0,,40849.0,38830.31,40804.714602,28906,17.0,0.599,0.401
Huntington Junior College,2431.0,,25112.0,39285.47,11166.613281,5134,18.0,0.1837,0.8163
James Rumsey Technical Institute,39434.0,,37458.0,54146.29,21474.525547,17358,16.0,0.702,0.298
Ralph R Willis Career and Technical Center,7185.0,,,32090.94,19714.8,13561.5,9.0,0.1579,0.8421
Marshall University,10643.0,0.9780435558729,43977.0,45141.01,55088.462746,41378,17.0,0.4188,0.5812
Mercer County Technical Education Center,12395.0,,30500.0,36645.64,18646.344086,16083,10.0,0.2981,0.7019
Monongalia County Technical Education Center,19166.0,0.96969696969696,33576.0,41213.64,20973.816667,17246,12.0,0.3188,0.6812
Morgantown Beauty College Inc,2013.0,,20428.0,41772.7,43736.6,26604,9.0,0.0263,0.9737
Mountain State College,1895.0,,23730.0,43193.27,11115.960784,4012.5,12.0,0.05,0.95
West Virginia University at Parkersburg,5547.0,,39521.0,43946.25,35666.581804,25133.5,15.0,0.3684,0.6316
Potomac State College of West Virginia University,2999.0,0.88645972407654,54180.0,57483.6,76249.316487,60096,17.0,0.495,0.505
Academy of Careers and Technology,6820.0,,29538.0,38938.41,20926.985915,17064.5,11.0,0.2786,0.7214
Salem University,2157.0,,47656.0,51416.91,29612.818832,19775,17.0,0.4706,0.5294
Shepherd University,7447.0,0.96412556053811,47499.0,62744.63,62583.254534,46435,14.0,0.3963,0.6037
Southern West Virginia Community and Technical College,5875.0,,37535.0,34209.2,22359.752951,14324,17.0,0.3111,0.6889
Fred W Eberle Technical Center,2623.0,,35648.0,36973.86,22849.915966,19418,20.0,0.56,0.44
West Virginia School of Osteopathic Medicine,22260.0,,,52425.03,,,,,
West Virginia State University,7434.0,0.96552889489692,39050.0,48790.55,43191.353712,30715,12.0,0.4625,0.5375
West Virginia University Hospital Departments of Rad Tech and Nutrition,9916.0,,58331.0,38333.57,53309.047619,46069,6.0,0.2182,0.7818
West Liberty University,5607.0,0.7384806973848,40305.0,46862,57020.55489,45145,11.0,0.3575,0.6425
West Virginia University Institute of Technology,4854.0,0.88645972407654,54180.0,57483.6,76249.316487,60096,12.0,0.5748,0.4252
West Virginia Wesleyan College,7537.0,0.84428086070215,47882.0,54372.93,73880.951788,63074,12.0,0.4663,0.5337
West Virginia Junior College-Charleston,4746.0,,25527.0,40583.97,23392.654661,15663.5,15.0,0.1422,0.8578
West Virginia Junior College-Morgantown,3051.0,,28952.0,39861.94,28334.631769,18881,14.0,0.1577,0.8423
International Beauty School 4,4498.0,,14260.0,54986.24,17242.814286,8625.5,20.0,0.0723,0.9277
West Virginia Northern Community College,4894.0,,33613.0,43405.44,31222.144985,21195,10.0,0.3543,0.6457
West Virginia University,11207.0,0.88645972407654,54180.0,57483.6,76249.316487,60096,18.0,0.4838,0.5162
Wheeling University,7746.0,0.78073610023492,50355.0,49606.73,68107.790598,59200.5,12.0,0.6194,0.3806
Wood County School of Practical Nursing,4476.0,1.0,39496.0,48157.23,22339.604167,17044.5,5.0,0.0625,0.9375
VICI Beauty School,5637.0,,27062.0,68907.18,43909.80212,31568,14.0,0.0161,0.9839
Alverno College,8652.0,0.9084084084084,55618.0,58784.16,46672.616834,34078.5,10.0,0.0186,0.9814
Madison Area Technical College,19631.0,,46314.0,64533.76,43896.136537,31113,10.0,0.4097,0.5903
Bellin College,9815.0,0.85294117647058,66470.0,63205.5,83639.088785,83875.5,13.0,0.073,0.927
Beloit College,11192.0,0.67276608722171,39092.0,74481.76,89512.268245,69784,10.0,0.4801,0.5199
Blackhawk Technical College,13602.0,,42976.0,61142.33,34584.054613,24284,9.0,0.3289,0.6711
Cardinal Stritch University,8756.0,0.88907849829351,54183.0,64348.07,52630.680342,36000,6.0,0.3571,0.6429
Carroll University,7821.0,0.70497656773041,55457.0,73362.92,86196.008346,79870,14.0,0.3008,0.6992
Carthage College,9050.0,0.75691630975807,48664.0,76392.24,93231.946863,80809,13.0,0.4392,0.5608
Concordia University-Wisconsin,9902.0,0.66816494039476,55173.0,64715.84,70980.020267,58748,12.0,0.3851,0.6149
Edgewood College,9396.0,0.95492487479131,54244.0,68115.77,71249.218833,58183,12.0,0.2956,0.7044
Fox Valley Technical College,15957.0,,44420.0,62815.37,43952.473965,32825.5,13.0,0.5518,0.4482
Gateway Technical College,19224.0,,42289.0,62400.86,33108.42933,22911,7.0,0.3977,0.6023
The Professional Hair Design Academy,2418.0,,25503.0,52687.63,30927.048387,20739,8.0,0.0606,0.9394
Lakeland University,5823.0,0.80108991825613,52899.0,62779.58,51485.586486,38821.5,15.0,0.4305,0.5695
Lakeshore Technical College,15208.0,,41352.0,61274.89,39423.537969,32063,11.0,0.4652,0.5348
Lawrence University,16712.0,0.74957000343997,37409.0,74097.25,98603.78308,83776,8.0,0.4591,0.5409
Maranatha Baptist University,7729.0,0.8030303030303,34247.0,62743.18,56314.049315,49012,12.0,0.4103,0.5897
Marian University,5052.0,0.76271186440677,53190.0,63695.21,65465.120627,57509,12.0,0.3392,0.6608
Marquette University,12956.0,0.86256914566687,66888.0,75591.25,116442.79249,96300,13.0,0.436,0.564
Medical College of Wisconsin,68524.0,,121003.0,68483.81,16674.2,6282,,,
Mid-State Technical College,11430.0,,42969.0,57014.06,34990.442054,25965,12.0,0.4565,0.5435
Milwaukee Area Technical College,17492.0,,42939.0,53211.28,30307.097398,21120,9.0,0.4163,0.5837
Milwaukee Institute of Art & Design,8734.0,0.68274383708467,39585.0,69249.17,64624.439153,48419,11.0,0.2478,0.7522
Milwaukee School of Engineering,13026.0,0.66718266253869,78528.0,68757.09,79418.647334,68352,13.0,0.7291,0.2709
Moraine Park Technical College,13803.0,,44546.0,64577.67,42598.349361,32896,11.0,0.376,0.624
Mount Mary University,10326.0,0.62363788767812,42523.0,62361.14,48188.385301,31190,10.0,0.0,1.0
Nashotah House,33484.0,,,,,,,,
Nicolet Area Technical College,17206.0,,36480.0,49163.26,33647.911074,24803,8.0,0.3172,0.6828
Northcentral Technical College,11148.0,,43335.0,56885.83,37683.885739,28075,11.0,0.3728,0.6272
Northeast Wisconsin Technical College,14344.0,,42828.0,59225.41,39281.173537,28805,15.0,0.3793,0.6207
Northland College,9706.0,0.57660167130919,34260.0,59747.9,69989.859532,52619,10.0,0.4692,0.5308
Ripon College,11051.0,0.79766693483507,41539.0,66802.94,79991.562005,75858,14.0,0.5051,0.4949
Sacred Heart Seminary and School of Theology,21623.0,,,,,,,,
Saint Norbert College,10400.0,0.851487582985,48610.0,71321.9,97589.061822,85480,13.0,0.4174,0.5826
State College of Beauty Culture Inc,3508.0,,25007.0,57193.69,36422.953125,25378,9.0,0.0222,0.9778
Southwest Wisconsin Technical College,12153.0,,40602.0,51105.44,41051.733198,33516,14.0,0.3385,0.6615
Viterbo University,7773.0,0.77457098283931,59358.0,56953.94,78401.540632,67276,11.0,0.2294,0.7706
Chippewa Valley Technical College,8687.0,,47250.0,55058.57,46316.199727,33827,12.0,0.3854,0.6146
Waukesha County Technical College,10996.0,,46753.0,76227.7,40139.012115,27380,22.0,0.5608,0.4392
Western Technical College,17211.0,,43243.0,52909.76,45733.650864,34889,9.0,0.4481,0.5519
University of Wisconsin-Whitewater,6182.0,0.82967525195968,49056.0,67955.05,78968.780575,70028,20.0,0.5171,0.4829
Northwood Technical College,17414.0,,41768.0,51762.63,41255.067302,30123,7.0,0.3665,0.6335
Wisconsin School of Professional Psychology,11342.0,,,,,,,,
University of Wisconsin-Eau Claire,7087.0,0.77462845010615,50755.0,64551.11,85809.884655,79294,20.0,0.3881,0.6119
University of Wisconsin-Green Bay,6013.0,0.91432737878235,44071.0,63413.11,61967.310069,53209,23.0,0.3651,0.6349
University of Wisconsin-La Crosse,7192.0,0.73850290080656,51173.0,64374,89257.401682,83835,19.0,0.4246,0.5754
Wisconsin Lutheran College,8640.0,0.98019075568598,51908.0,69126.34,75997.851138,68509,12.0,0.4262,0.5738
University of Wisconsin-Oshkosh,8233.0,0.89887376818395,50232.0,64650.08,72175.865993,65029,21.0,0.425,0.575
University of Wisconsin-Parkside,7102.0,0.74967177242888,45996.0,64274.59,57967.255685,42730,17.0,0.4303,0.5697
Herzing University-Madison,5200.0,0.94095092024539,43052.0,60281.46,26184.228503,18321,17.0,0.1481,0.8519
University of Wisconsin-Stout,7577.0,0.91390593047034,53905.0,65020.23,77655.612782,70070,19.0,0.5793,0.4207
University of Wisconsin-Superior,9114.0,0.76232686980609,42685.0,53835.5,59843.616079,47927,16.0,0.3494,0.6506
University of Wisconsin-Madison,18274.0,0.60354028374332,63244.0,71185.17,106025.07082,92428,17.0,0.4748,0.5252
University of Wisconsin-Milwaukee,9015.0,0.88958375361441,51439.0,65921.14,65616.189616,50518.5,18.0,0.4594,0.5406
University of Wisconsin-Platteville,6705.0,0.87567882079131,56488.0,61602.16,76761.972213,71248,20.0,0.6404,0.3596
University of Wisconsin-River Falls,7282.0,0.86244596999745,47534.0,69159.98,77176.540152,69526,19.0,0.3391,0.6609
University of Wisconsin-Stevens Point,7228.0,0.9016049382716,43857.0,62211.59,69879.935262,63571.5,20.0,0.4397,0.5603
Casper College,9983.0,,42982.0,51367.37,39693.540734,28161,14.0,0.3613,0.6387
Central Wyoming College,7918.0,,33047.0,47164.58,34869.838835,26622,13.0,0.4048,0.5952
Eastern Wyoming College,8046.0,,33842.0,47809.02,42236.927711,27041,17.0,0.3996,0.6004
Laramie County Community College,11134.0,,45808.0,52834.6,44135.679293,30398.5,14.0,0.3451,0.6549
Northwest College,8536.0,,34827.0,48881.82,44465.241653,34915,14.0,0.3789,0.6211
Northern Wyoming Community College District,11689.0,,45394.0,51068.67,45128.57231,32136.5,17.0,0.4019,0.5981
Western Wyoming Community College,8971.0,,44508.0,60496.36,44592.871043,29391,11.0,0.4082,0.5918
Cheeks Beauty Academy,10605.0,,23830.0,56184.35,23935.928571,13139,15.0,0.093,0.907
WyoTech,1879.0,,43796.0,61215.99,44531.007042,28633.5,18.0,0.9488,0.0512
University of Wyoming,16662.0,0.96775907883082,52468.0,56061.18,69591.5,54733.5,14.0,0.473,0.527
American Samoa Community College,6053.0,,20309.0,66132.33,17873.66581,14124,16.0,0.3355,0.6645
Guam Community College,8628.0,,27863.0,60598.64,22811.616269,19424,15.0,0.4501,0.5499
University of Guam,7280.0,,36628.0,58836.57,35258.256511,27240,13.0,0.4209,0.5791
Northern Marianas College,3443.0,,23113.0,,21521.00761,18430,22.0,0.3917,0.6083
Institute of Beauty Careers,255.0,,12269.0,16937.15,5186.6284224,0,32.0,0.2545,0.7455
American University of Puerto Rico,5038.0,,22814.0,19719.59,11703.077244,6074,15.0,0.5426,0.4574
American University of Puerto Rico,5273.0,,22814.0,19719.59,11703.077244,6074,16.0,0.4398,0.5602
American Educational College,1104.0,,12490.0,22281.53,2480.7878086,0,15.0,0.2233,0.7767
Antilles School of Technical Careers,1523.0,,19048.0,24267.08,7958.8960205,0,25.0,0.2173,0.7827
Universidad Adventista de las Antillas,3858.0,1.0,32761.0,23998.75,19324.984686,14717,16.0,0.3908,0.6092
Atlantic University College,1544.0,,22281.0,26906.77,18914.098451,14493,26.0,0.6358,0.3642
Universidad Central de Bayamon,3238.0,0.98290598290598,23218.0,23530.27,14126.449004,9597,14.0,0.3032,0.6968
Columbia Central University-Caguas,2397.0,,22416.0,18753.73,11427.384177,1680,10.0,0.2553,0.7447
Albizu University-San Juan,2372.0,0.94329896907216,42835.0,45249.81,21176.747368,16091,16.0,0.1141,0.8859
Caribbean University-Bayamon,6120.0,,20783.0,20253.19,11130.437104,0,10.0,0.4432,0.5568
Caribbean University-Carolina,1601.0,,20783.0,20253.19,11130.437104,0,9.0,0.2222,0.7778
Pontifical Catholic University of Puerto Rico-Arecibo,11015.0,0.87008234217749,23354.0,17277.84,16657.77064,10990.5,16.0,0.3324,0.6676
Pontifical Catholic University of Puerto Rico-Ponce,3655.0,0.87008234217749,23354.0,17277.84,16657.77064,10990.5,22.0,0.3527,0.6473
CEM College-San Juan,656.0,,18110.0,22631.74,7753.1671503,0,12.0,0.2627,0.7373
Universidad Teologica del Caribe,1653.0,,,24024.54,14212.142132,9084,6.0,0.5587,0.4413
Colegio Universitario de San Juan,3425.0,0.76923076923076,23315.0,24896.66,11965.30036,2459.5,12.0,0.3822,0.6178
Universidad Ana G. Mendez-Cupey Campus,3736.0,,23780.0,24604.32,14044.009103,6993,26.0,0.3012,0.6988
Puerto Rico Conservatory of Music,14755.0,0.5076923076923,18468.0,21018.34,23112.215827,20319,5.0,0.6762,0.3238
Center for Advanced Studies On Puerto Rico and the Caribbean,2339.0,,,,,,,,
EDP University of Puerto Rico Inc-San Sebastian,2244.0,0.62666666666666,26137.0,19799.08,13605.72,7153,25.0,0.322,0.678
Emma's Beauty Academy-Mayaguez,2996.0,,9634.0,16597.86,8683.0167598,0,10.0,0.295,0.705
Escuela de Artes Plasticas y Diseno de Puerto Rico,3512.0,0.99115044247787,23803.0,26303.07,21449.37766,19629.5,9.0,0.2763,0.7237
Instituto Tecnologico de Puerto Rico-Recinto de Manati,2189.0,0.82227488151658,26561.0,18236.52,12917.645256,6228.5,5.0,0.5548,0.4452
Huertas College,3386.0,,20279.0,20558.01,10655.677936,0,14.0,0.4752,0.5248
Humacao Community College,2765.0,,16882.0,19045.43,6392.3319502,0,7.0,0.3511,0.6489
ICPR Junior College-Arecibo,2466.0,,16114.0,19086.83,5583.3264072,0,15.0,0.2873,0.7127
ICPR Junior College-Mayaguez,2770.0,,16114.0,19086.83,5583.3264072,0,19.0,0.2648,0.7352
Richport Technical College,1531.0,,26785.0,20726.06,9646.9365079,0,15.0,0.0,1.0
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,2699.0,0.82227488151658,26561.0,18236.52,12917.645256,6228.5,8.0,0.6721,0.3279
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,5412.0,0.82227488151658,26561.0,18236.52,12917.645256,6228.5,20.0,0.7273,0.2727
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,5207.0,0.82227488151658,26561.0,18236.52,12917.645256,6228.5,6.0,0.7222,0.2778
Inter American University of Puerto Rico-San German,3718.0,0.54761904761904,20092.0,,16031.450799,11003.5,22.0,0.4382,0.5618
Inter American University of Puerto Rico-Aguadilla,2941.0,0.56884057971014,24796.0,,13857.716272,5900,24.0,0.4009,0.5991
Inter American University of Puerto Rico-Arecibo,2910.0,0.52868852459016,25021.0,,13893.374334,7423,26.0,0.3737,0.6263
Inter American University of Puerto Rico-Barranquitas,3685.0,0.79483282674772,21033.0,,11647.744977,0,18.0,0.3397,0.6603
Inter American University of Puerto Rico-Metro,4044.0,0.65358931552587,31943.0,,19480.368421,13696,21.0,0.4243,0.5757
Inter American University of Puerto Rico-Ponce,3191.0,0.61627906976744,22646.0,,16473.805183,11802,24.0,0.3684,0.6316
Inter American University of Puerto Rico-Fajardo,3570.0,0.53118279569892,20356.0,,14832.321658,8816,21.0,0.3859,0.6141
Inter American University of Puerto Rico-Guayama,3038.0,0.91856677524429,21984.0,,13212.336141,3990,21.0,0.2951,0.7049
Inter American University of Puerto Rico-Bayamon,2680.0,0.675430643699,28374.0,,17242.726244,12983,30.0,0.5526,0.4474
Inter American University of Puerto Rico-School of Law,5595.0,,,,,,,,
International Technical College,886.0,,17721.0,24227.25,3668.5847953,0,11.0,0.3222,0.6778
Liceo de Arte y Tecnologia,1354.0,,21288.0,24781.75,14592.00613,7527,33.0,0.7637,0.2363
Modern Hairstyling Institute-Bayamon,1010.0,0.89090909090909,15312.0,25438.06,9874.4127807,0,25.0,0.2899,0.7101
Modern Hairstyling Institute-Arecibo,666.0,0.84210526315789,,16928.18,10461.321053,0,20.0,0.3014,0.6986
NUC University,2123.0,,21554.0,20548.96,11367.716561,0,20.0,0.3494,0.6506
Ponce Health Sciences University,14641.0,0.48717948717948,,,,,,,
University of Puerto Rico-Aguadilla,5206.0,0.89707927677329,21117.0,,18894.154741,15989,20.0,0.4284,0.5716
University of Puerto Rico-Arecibo,5444.0,0.55821271239773,24264.0,,19014.301489,16175,20.0,0.3695,0.6305
University of Puerto Rico-Bayamon,5784.0,0.7886462882096,28800.0,,21520.020568,19142.5,21.0,0.5012,0.4988
University of Puerto Rico-Carolina,5030.0,0.44706498951781,24243.0,,21569.567486,20302,18.0,0.3612,0.6388
University of Puerto Rico-Cayey,4380.0,0.48035837353549,23634.0,,19527.585663,17544,19.0,0.3205,0.6795
University of Puerto Rico-Humacao,7540.0,0.49591964846202,27015.0,,20489.55786,18717,14.0,0.3356,0.6644
University of Puerto Rico-Utuado,10634.0,0.62837837837837,18665.0,,16379.669362,13787,10.0,0.4735,0.5265
University of Puerto Rico-Mayaguez,5312.0,0.49379600420609,44108.0,,23579.509584,20875,20.0,0.5518,0.4482
University of Puerto Rico-Medical Sciences,29934.0,,36272.0,,20336.796117,18236,2.0,0.1964,0.8036
University of Puerto Rico at Ponce,5244.0,0.48571428571428,20286.0,,19917.226904,17959,20.0,0.4326,0.5674
University of Puerto Rico-Rio Piedras,10263.0,0.50255416593271,29287.0,,22071.329769,19937.5,13.0,0.3631,0.6369
Universidad Ana G. Mendez-Carolina Campus,3554.0,,22567.0,21682.98,14592.806522,8983,26.0,0.362,0.638
Universidad del Sagrado Corazon,3205.0,0.61563071297989,29633.0,25395.3,22282.642173,17795,22.0,0.3536,0.6464
Seminario Evangelico de Puerto Rico,5431.0,,,,,,,,
Universidad Central Del Caribe,9770.0,0.58333333333333,27102.0,20779.38,16953.551402,9669,9.0,0.2234,0.7766
Universidad Politecnica de Puerto Rico,2515.0,,53199.0,25912.4,23511.646524,18451,16.0,0.7366,0.2634
Pontifical Catholic University of Puerto Rico-Mayaguez,9872.0,0.87008234217749,23354.0,17277.84,16657.77064,10990.5,16.0,0.3343,0.6657
Universidad Ana G. Mendez-Gurabo Campus,3527.0,,25891.0,21538.84,16057.580429,10530,34.0,0.4067,0.5933
College of Micronesia-FSM,3515.0,0.77287066246056,21297.0,62088.67,5694.7160268,0,16.0,0.4106,0.5894
Palau Community College,8062.0,,,,14193.876957,11047,10.0,0.4551,0.5449
University of the Virgin Islands,9030.0,0.98412698412698,42680.0,59543.61,31398.638526,24471,10.0,0.2774,0.7226
Stanford University,124493.0,0.03948008869499,109840.0,80275.59,80447.906699,44842,5.0,0.4942,0.5058
Purdue University-Main Campus,17569.0,0.68810148731408,65798.0,68624.95,98016.657604,81833.5,14.0,0.5783,0.4217
Blue Hills Regional Technical School,14892.0,0.61538461538461,64137.0,70414.23,36060.123596,28513,8.0,0.0893,0.9107
Parker University,8810.0,,43497.0,69941.77,31890.153986,23643,9.0,0.2897,0.7103
EDP University of Puerto Rico Inc-San Juan,3679.0,0.62666666666666,26137.0,19799.08,13605.72,7153,15.0,0.2895,0.7105
ICPR Junior College,3259.0,,16114.0,19086.83,5583.3264072,0,20.0,0.1836,0.8164
City College-Fort Lauderdale,11988.0,0.85416666666666,33404.0,51554.73,19433.695715,14979,10.0,0.2118,0.7882
Meridian College,4466.0,,30132.0,56942.52,21455.753846,16256,18.0,0.0258,0.9742
Georgia State University-Perimeter College,5037.0,0.99989183732333,48806.0,72190.32,41486.425333,27922,17.0,0.3622,0.6378
Georgia Piedmont Technical College,5092.0,,32500.0,63548.27,21801.299117,17117.5,14.0,0.3419,0.6581
ETI School of Skilled Trades,2963.0,,42002.0,70952.04,28969.442254,18765,24.0,0.9704,0.0296
Traxlers School of Hair,2800.0,,,40334.87,9648.1111111,9297,20.0,0.4865,0.5135
Warren County Community College,3876.0,,38490.0,78020.44,43871.807692,28461.5,17.0,0.3668,0.6332
St. John's College,15350.0,0.62719298245614,31332.0,73387,76370.868056,43212,7.0,0.5109,0.4891
Bais Medrash Elyon,4632.0,1.0,,59318.5,43308.888889,24096.5,22.0,1.0,0.0
Antioch University-Los Angeles,10544.0,,49212.0,65831.57,31475.859944,22455,3.0,0.3137,0.6863
Antioch University-Santa Barbara,7615.0,,49212.0,65831.57,31475.859944,22455,4.0,0.2708,0.7292
Antioch University-New England,8817.0,,49212.0,65831.57,31475.859944,22455,,,
Antioch University-Seattle,10169.0,,49212.0,65831.57,31475.859944,22455,4.0,0.2041,0.7959
Antioch University,9433.0,,49212.0,65831.57,31475.859944,22455,7.0,0.2628,0.7372
Mid-America Christian University,3541.0,,47821.0,51555.64,38497.029074,29648,11.0,0.3436,0.6564
Miller-Motte College-Tulsa,6514.0,,28122.0,52030.84,22994.267789,16310,12.0,0.0735,0.9265
Ponca City Beauty College,802.0,,16435.0,44543.58,14198.645161,5739.5,10.0,0.3793,0.6207
Francis Tuttle Technology Center,13517.0,,32059.0,56170.19,18810.162063,14758,20.0,0.4986,0.5014
Central Technology Center,13405.0,,30477.0,43653.98,22025.745342,19549,6.0,0.566,0.434
Carrington College-Portland,3096.0,,34176.0,55831.75,25558.435386,17275,39.0,0.1457,0.8543
Career Technology Center of Lackawanna County,4068.0,1.0,44292.0,48562.38,32527.619469,21577,9.0,0.1304,0.8696
Houston Graduate School of Theology,5900.0,,,,,,,,
